,pval_outlier
POU3F3_+_105471988.23-P1P2-1,1.0
POU3F3_+_105471988.23-P1P2-2,1.0
POU3F3_-_105472184.23-P1P2-1,1.0
POU3F3_-_105472184.23-P1P2-2,1.0
POU3F3_-_105472230.23-P1P2-1,1.0
HOXD10_+_176981777.23-P2-1,1.0
HOXD10_+_176981777.23-P2-2,1.0
HOXD10_+_176981965.23-P2-1,1.0
HOXD10_+_176981965.23-P2-2,1.0
HOXD10_+_176981989.23-P2-1,1.0
HOXD10_+_176981989.23-P2-2,1.0
KMT2A_+_118307196.23-P1P2-1,0.9979
KMT2A_+_118307607.23-P1P2-1,0.0786
KMT2A_+_118307607.23-P1P2-2,0.9912
KMT2A_-_118307230.23-P1P2-1,0.9979
KMT2A_-_118307230.23-P1P2-2,0.1734
DPF3_+_73360459.23-P1P2-1,1.0
DPF3_+_73360459.23-P1P2-2,1.0
DPF3_-_73360352.23-P1P2-2,1.0
DPF3_-_73360774.23-P1P2-1,1.0
DPF3_-_73360774.23-P1P2-2,1.0
ZNF160_+_53606633.23-P1P2-1,0.9227
ZNF160_+_53606633.23-P1P2-2,0.9964
ZNF160_-_53606620.23-P1P2-1,0.9999
ZNF160_-_53606620.23-P1P2-2,0.9227
ZNF160_-_53606638.23-P1P2-1,0.4649
ZNF160_-_53606638.23-P1P2-2,0.9926
T_+_166581899.23-P1P2-1,1.0
T_+_166581899.23-P1P2-2,1.0
T_+_166581924.23-P1P2-1,1.0
T_+_166581924.23-P1P2-2,1.0
T_-_166582062.23-P1P2-1,1.0
T_-_166582062.23-P1P2-2,1.0
YWHAZ_+_101963975.23-P1P2-1,0.7186
YWHAZ_+_101964014.23-P1P2-2,0.0969
YWHAZ_-_101964192.23-P1P2-1,0.9948
YWHAZ_-_101964192.23-P1P2-2,0.7186
CREBL2_+_12765005.23-P1P2-1,0.0176
CREBL2_+_12765005.23-P1P2-2,0.0889
CREBL2_-_12764819.23-P1P2-1,0.9993
CREBL2_-_12764819.23-P1P2-2,0.8209
CREBL2_-_12764863.23-P1P2-1,0.9993
CREBL2_-_12764863.23-P1P2-2,1.0
EP400_+_132434542.23-P1P2-2,1.0
EP400_-_132434591.23-P1P2-2,1.0
PHF1_+_33378587.23-P1P2-1,0.8266
PHF1_+_33378587.23-P1P2-2,0.8266
PHF1_+_33378808.23-P1P2-1,0.9996
PHF1_+_33378808.23-P1P2-2,0.8266
PHF1_+_33378843.23-P1P2-1,0.9996
MBD4_+_129158749.23-P1P2-1,1.0
MBD4_+_129158749.23-P1P2-2,0.2771
MBD4_-_129158724.23-P1P2-1,1.0
MBD4_-_129158724.23-P1P2-2,0.9999
MBD4_-_129158783.23-P1P2-1,0.367
MBD4_-_129158783.23-P1P2-2,0.1366
CREB3L3_+_4153776.23-P1P2-2,1.0
CREB3L3_-_4153686.23-P1P2-1,1.0
CREB3L3_-_4153686.23-P1P2-2,1.0
CREB3L3_-_4153716.23-P1P2-2,1.0
TBX4_-_59533671.23-P2-1,1.0
TBX4_-_59533671.23-P2-2,1.0
TBX4_-_59533677.23-P2-2,1.0
ZNF720_+_31724874.23-P1P2-2,1.0
ZNF720_-_31724619.23-P1P2-1,1.0
ZNF720_-_31724619.23-P1P2-2,1.0
ZNF720_-_31724644.23-P1P2-1,1.0
ZNF720_-_31724644.23-P1P2-2,1.0
LBX2_+_74730448.23-P1P2-1,0.9731
LBX2_+_74730448.23-P1P2-2,0.9964
LBX2_-_74730393.23-P1P2-1,0.9999
LBX2_-_74730393.23-P1P2-2,0.0889
LBX2_-_74730431.23-P1P2-1,0.9984
LBX2_-_74730431.23-P1P2-2,0.9997
ZNF300_+_150284220.23-P1P2-1,1.0
ZNF300_+_150284220.23-P1P2-2,1.0
ZNF300_+_150284515.23-P1P2-1,1.0
ZNF300_+_150284515.23-P1P2-2,1.0
ZNF300_+_150284527.23-P1P2-1,1.0
ZNF300_+_150284527.23-P1P2-2,1.0
ZBTB4_+_7382752.23-P2-2,1.0
ZBTB4_-_7382567.23-P2-1,1.0
ZBTB4_-_7382567.23-P2-2,1.0
TSC22D2_-_150126089.23-P1P2-2,1.0
TSC22D2_-_150126170.23-P1P2-1,1.0
TSC22D2_-_150126170.23-P1P2-2,1.0
TSC22D2_-_150126467.23-P1P2-1,1.0
TSC22D2_-_150126467.23-P1P2-2,1.0
EBF2_-_25902854.23-P1P2-1,1.0
EBF2_-_25902854.23-P1P2-2,1.0
EBF2_-_25902915.23-P1P2-1,1.0
EBF2_-_25902915.23-P1P2-2,1.0
EBF2_-_25902924.23-P1P2-1,1.0
EBF2_-_25902924.23-P1P2-2,1.0
DMBX1_-_46972529.23-P1P2-1,1.0
DMBX1_-_46972529.23-P1P2-2,1.0
RORC_+_151798556.23-P2-1,1.0
RORC_+_151798556.23-P2-2,1.0
RORC_-_151798472.23-P2-1,1.0
RORC_-_151798472.23-P2-2,1.0
RORC_-_151798574.23-P2-1,1.0
RORC_-_151798574.23-P2-2,1.0
GAS7_-_10101901.23-ENST00000432992.2-1,1.0
GAS7_-_10101901.23-ENST00000432992.2-2,1.0
GAS7_-_10102003.23-ENST00000432992.2-1,1.0
GAS7_-_10102003.23-ENST00000432992.2-2,1.0
GAS7_-_10102024.23-ENST00000432992.2-1,1.0
VENTX_+_135051614.23-P1P2-1,1.0
VENTX_+_135051614.23-P1P2-2,1.0
VENTX_+_135051755.23-P1P2-1,1.0
VENTX_+_135051755.23-P1P2-2,1.0
VENTX_-_135051884.23-P1P2-1,1.0
VENTX_-_135051884.23-P1P2-2,1.0
PLAGL2_+_30795496.23-P1P2-1,0.9964
PLAGL2_+_30795496.23-P1P2-2,1.0
PLAGL2_+_30795506.23-P1P2-1,1.0
PLAGL2_+_30795506.23-P1P2-2,0.4649
PLAGL2_-_30795162.23-P1P2-1,0.367
PLAGL2_-_30795162.23-P1P2-2,0.8792
ZNF747_+_30546192.23-P1P2-1,0.6808
ZNF747_+_30546192.23-P1P2-2,0.6808
ZNF747_-_30546113.23-P1P2-1,0.9979
ZNF747_-_30546127.23-P1P2-1,0.9996
ZNF747_-_30546127.23-P1P2-2,0.0786
HOXC13_+_54332633.23-P1P2-1,1.0
HOXC13_+_54332633.23-P1P2-2,1.0
HOXC13_-_54332871.23-P1P2-1,1.0
HOXC13_-_54332871.23-P1P2-2,1.0
HOXC13_-_54333069.23-P1P2-1,1.0
HOXC13_-_54333069.23-P1P2-2,1.0
ZNF655_+_99156299.23-P1P2-1,0.9531
ZNF655_+_99156299.23-P1P2-2,0.1366
ZNF655_-_99156374.23-P1P2-1,1.0
ZNF655_-_99156374.23-P1P2-2,0.9997
ZNF655_-_99156483.23-P1P2-1,0.1366
ZNF655_-_99156483.23-P1P2-2,0.1366
CRTC2_+_153930757.23-P1P2-2,0.3192
CRTC2_+_153931060.23-P1P2-1,0.9912
CRTC2_+_153931060.23-P1P2-2,0.9912
CRTC2_+_153931101.23-P1P2-1,0.9979
CRTC2_+_153931101.23-P1P2-2,0.9996
ZNF672_+_249132426.23-P1P2-1,1.0
ZNF672_+_249132426.23-P1P2-2,1.0
ZNF672_+_249132509.23-P1P2-1,1.0
ZNF672_+_249132509.23-P1P2-2,1.0
ZNF672_-_249132766.23-P1P2-1,1.0
FOXP1_+_71632923.23-ENST00000318789.4-1,1.0
FOXP1_+_71632923.23-ENST00000318789.4-2,1.0
FOXP1_+_71633100.23-ENST00000318789.4-1,1.0
ZNF524_+_56111719.23-P1P2-1,1.0
ZNF524_+_56111719.23-P1P2-2,1.0
ZNF524_+_56111862.23-P1P2-2,1.0
ZNF524_-_56111791.23-P1P2-2,1.0
ESR1_+_152128836.23-P2-2,0.9996
ESR1_+_152128854.23-P2-1,0.9979
ESR1_+_152128854.23-P2-2,0.3192
ESR1_-_152128862.23-P2-1,0.9912
ESR1_-_152128862.23-P2-2,0.0088
SATB1_+_18466776.23-P1-1,1.0
SATB1_+_18466776.23-P1-2,1.0
SATB1_-_18466360.23-P1-1,1.0
NFYB_+_104531948.23-P1P2-1,1.0
NFYB_+_104531948.23-P1P2-2,1.0
NFYB_-_104531583.23-P1P2-1,1.0
NFYB_-_104531583.23-P1P2-2,1.0
NFYB_-_104531640.23-P1P2-1,1.0
NFYB_-_104531640.23-P1P2-2,1.0
HR_+_21990854.23-P2-1,1.0
HR_+_21990854.23-P2-2,1.0
HR_-_21990822.23-P2-1,0.5649
HR_-_21990822.23-P2-2,1.0
HR_-_21990887.23-P2-1,0.1995
HR_-_21990887.23-P2-2,0.367
GATA5_+_61050678.23-P1P2-1,0.0969
GATA5_+_61050678.23-P1P2-2,0.9366
GATA5_+_61050681.23-P1P2-1,0.7186
GATA5_-_61050862.23-P1P2-1,0.9948
TPI1_-_6977036.23-P1P2-1,1.0
TPI1_-_6977036.23-P1P2-2,1.0
TPI1_-_6977161.23-P1P2-2,1.0
E2F5_+_86089385.23-P1P2-1,0.9854
E2F5_+_86089385.23-P1P2-2,0.9997
E2F5_+_86089409.23-P1P2-1,0.367
E2F5_+_86089409.23-P1P2-2,0.9997
E2F5_-_86089425.23-P1P2-1,0.9531
E2F5_-_86089425.23-P1P2-2,0.661
PPARG_+_12329475.23-P2-1,0.7186
PPARG_+_12329475.23-P2-2,0.7186
PPARG_+_12329872.23-P2-1,0.9366
PPARG_+_12329872.23-P2-2,0.9366
SOHLH1_+_138591282.23-P1P2-1,1.0
SOHLH1_+_138591282.23-P1P2-2,1.0
SOHLH1_-_138591275.23-P1P2-1,1.0
SOHLH1_-_138591275.23-P1P2-2,1.0
ZNF860_+_32022965.23-P1P2-1,1.0
ZNF860_+_32022965.23-P1P2-2,1.0
ZNF860_+_32023248.23-P1P2-1,1.0
ZNF860_+_32023248.23-P1P2-2,1.0
ZNF860_+_32023263.23-P1P2-1,1.0
ZNF860_+_32023263.23-P1P2-2,1.0
NFIC_-_3367014.23-P1-1,1.0
NFIC_-_3367014.23-P1-2,1.0
PRDM5_+_121843842.23-P1P2-1,0.7186
PRDM5_+_121843842.23-P1P2-2,0.9948
PRDM5_-_121843869.23-P1P2-2,0.7186
PRDM5_-_121843876.23-P1P2-1,0.3634
FOXD4L1_+_114256774.23-ENST00000306507.5-2,1.0
FOXD4L1_+_114257125.23-ENST00000306507.5-1,1.0
FOXD4L1_+_114257125.23-ENST00000306507.5-2,1.0
FOXD4L1_-_114257062.23-ENST00000306507.5-1,1.0
FOXD4L1_-_114257062.23-ENST00000306507.5-2,1.0
ZHX2_+_123793980.23-P1P2-1,0.1995
ZHX2_+_123793980.23-P1P2-2,0.9999
ZHX2_+_123794040.23-P1P2-1,0.9731
ZHX2_+_123794040.23-P1P2-2,0.8209
ZHX2_+_123794049.23-P1P2-1,1.0
ZHX2_+_123794049.23-P1P2-2,0.4649
ZFP90_+_68564068.23-P2-1,1.0
ZFP90_+_68564068.23-P2-2,1.0
ZFP90_-_68564038.23-P2-1,1.0
ZFP90_-_68564038.23-P2-2,1.0
ZFP90_-_68564042.23-P2-1,1.0
ZFP90_-_68564042.23-P2-2,1.0
ZBTB41_+_197170099.23-P1P2-1,1.0
ZBTB41_+_197170099.23-P1P2-2,0.1995
ZBTB41_-_197169898.23-P1P2-1,0.367
ZBTB41_-_197169898.23-P1P2-2,1.0
ZBTB41_-_197170070.23-P1P2-1,1.0
ZBTB41_-_197170070.23-P1P2-2,0.367
SCXB_-_145321588.23-ENST00000340210.1-1,1.0
SCXB_-_145321588.23-ENST00000340210.1-2,1.0
SCXB_-_145321972.23-ENST00000340210.1-2,0.5
OSR2_+_99956749.23-P1P2-1,0.9964
OSR2_+_99956749.23-P1P2-2,0.1995
OSR2_+_99956753.23-P1P2-1,1.0
OSR2_+_99956753.23-P1P2-2,0.5649
OSR2_-_99956667.23-P1P2-1,1.0
OSR2_-_99956667.23-P1P2-2,0.9926
TFAP2C_+_55204782.23-P1P2-1,1.0
TFAP2C_+_55204782.23-P1P2-2,1.0
TFAP2C_-_55204418.23-P1P2-1,1.0
TFAP2C_-_55204418.23-P1P2-2,1.0
TFAP2C_-_55204421.23-P1P2-1,1.0
TFAP2C_-_55204421.23-P1P2-2,1.0
STAT4_+_192015791.23-P1P2-1,1.0
STAT4_+_192015791.23-P1P2-2,1.0
STAT4_-_192015448.23-P1P2-1,1.0
STAT4_-_192015448.23-P1P2-2,1.0
STAT4_-_192015692.23-P1P2-1,1.0
STAT4_-_192015692.23-P1P2-2,1.0
ZNF639_+_179041007.23-P1P2-1,0.0548
ZNF639_+_179041007.23-P1P2-2,0.1995
ZNF639_-_179040821.23-P1P2-1,0.0548
ZNF639_-_179040821.23-P1P2-2,1.0
ZNF639_-_179040855.23-P1P2-1,1.0
ZNF639_-_179040855.23-P1P2-2,1.0
TOX2_+_42543526.23-P1P2-1,1.0
TOX2_+_42543526.23-P1P2-2,1.0
TOX2_+_42543539.23-P1P2-2,1.0
TEF_+_41777992.23-P1-1,1.0
TEF_+_41777992.23-P1-2,1.0
TEF_-_41777964.23-P1-1,1.0
TEF_-_41777964.23-P1-2,1.0
TEF_-_41778004.23-P1-1,1.0
TEF_-_41778004.23-P1-2,1.0
ZNF496_+_247495104.23-P1P2-1,0.9854
ZNF496_+_247495104.23-P1P2-2,0.9926
ZNF496_-_247494945.23-P1P2-1,0.9984
ZNF496_-_247494945.23-P1P2-2,0.1366
ZNF496_-_247495164.23-P1P2-1,0.0009
ZNF496_-_247495164.23-P1P2-2,0.8792
KLF17_+_44584522.23-ENST00000372299.3-1,0.7186
KLF17_+_44584522.23-ENST00000372299.3-2,0.9366
KLF17_+_44584565.23-ENST00000372299.3-1,0.0969
KLF17_-_44584530.23-ENST00000372299.3-1,1.0
ZFP37_+_115818911.23-P1P2-1,0.8209
ZFP37_+_115818911.23-P1P2-2,0.1995
ZFP37_+_115818951.23-P1P2-1,0.9227
ZFP37_+_115818951.23-P1P2-2,1.0
ZFP37_+_115818988.23-P1P2-1,1.0
ZFP37_+_115818988.23-P1P2-2,0.7476
PRDM15_-_43299141.23-P1P2-1,1.0
PRDM15_-_43299407.23-P1P2-2,1.0
PRDM15_-_43299413.23-P1P2-2,1.0
ZNF48_+_30406782.23-P1P2-1,1.0
ZNF48_+_30406782.23-P1P2-2,1.0
ZNF48_+_30406981.23-P1P2-2,1.0
ZNF48_-_30406864.23-P1P2-1,1.0
ZNF48_-_30406864.23-P1P2-2,1.0
PAX5_+_37033977.23-P1P2-2,0.9707
PAX5_-_37034386.23-P1P2-1,0.3192
PAX5_-_37034386.23-P1P2-2,0.9979
PAX5_-_37034453.23-P1P2-1,1.0
PAX5_-_37034453.23-P1P2-2,0.0786
ZNF71_+_57106717.23-P1P2-1,0.1734
ZNF71_-_57106660.23-P1P2-1,0.6808
ZNF71_-_57106660.23-P1P2-2,0.9999
ZNF71_-_57106678.23-P1P2-1,0.0786
ZNF71_-_57106678.23-P1P2-2,0.9979
ANKRD30A_+_37414713.23-P1P2-1,1.0
ANKRD30A_+_37414713.23-P1P2-2,1.0
ANKRD30A_+_37414734.23-P1P2-1,1.0
ANKRD30A_+_37414734.23-P1P2-2,1.0
ANKRD30A_-_37414610.23-P1P2-1,1.0
ANKRD30A_-_37414610.23-P1P2-2,1.0
RFX7_-_56535555.23-P1P2-2,1.0
RFX7_-_56535567.23-P1P2-2,0.5
RFX7_-_56535704.23-P1P2-2,1.0
ZNF276_+_89787989.23-P1P2-1,0.9707
ZNF276_+_89787989.23-P1P2-2,0.1734
ZNF276_-_89787986.23-P1P2-1,1.0
ZNF276_-_89787986.23-P1P2-2,0.1734
ZNF276_-_89788005.23-P1P2-1,0.6808
PIN1_+_9946041.23-P1P2-1,1.0
PIN1_+_9946226.23-P1P2-1,1.0
PIN1_-_9946209.23-P1P2-1,1.0
PIN1_-_9946209.23-P1P2-2,1.0
OXSR1_+_38207141.23-P1P2-1,1.0
OXSR1_+_38207141.23-P1P2-2,0.661
OXSR1_+_38207359.23-P1P2-1,0.9999
OXSR1_+_38207359.23-P1P2-2,1.0
OXSR1_-_38207125.23-P1P2-1,0.8209
OXSR1_-_38207125.23-P1P2-2,0.1995
DZIP1_+_96295295.23-P1P2-1,1.0
DZIP1_+_96295295.23-P1P2-2,1.0
DZIP1_+_96296915.23-P1P2-2,1.0
DZIP1_+_96296932.23-P1P2-1,1.0
DZIP1_+_96296932.23-P1P2-2,1.0
ZFP69B_-_40915800.23-P1P2-1,1.0
ZFP69B_-_40915800.23-P1P2-2,0.2771
ZFP69B_-_40915813.23-P1P2-1,1.0
ZFP69B_-_40915813.23-P1P2-2,0.9964
ZFP69B_-_40915868.23-P1P2-1,0.2771
ZFP69B_-_40915868.23-P1P2-2,0.8209
ZNF770_+_35280436.23-P1P2-1,1.0
ZNF770_+_35280436.23-P1P2-2,1.0
ZNF770_+_35280444.23-P1P2-1,1.0
ZNF770_+_35280444.23-P1P2-2,1.0
ZNF770_-_35280452.23-P1P2-1,1.0
ZNF770_-_35280452.23-P1P2-2,1.0
ZNF837_+_58892387.23-P1P2-1,0.5649
ZNF837_+_58892387.23-P1P2-2,0.9964
ZNF837_-_58892169.23-P1P2-1,0.661
ZNF837_-_58892169.23-P1P2-2,0.8792
ZNF837_-_58892401.23-P1P2-1,1.0
ZNF837_-_58892401.23-P1P2-2,1.0
PDX1_+_28494369.23-P1P2-2,1.0
PDX1_-_28494148.23-P1P2-1,0.0969
PDX1_-_28494148.23-P1P2-2,0.7186
PDX1_-_28494172.23-P1P2-1,0.9366
NFIC_+_3359665.23-P2-1,0.0176
NFIC_+_3359665.23-P2-2,0.0889
NFIC_+_3359678.23-P2-1,1.0
NFIC_+_3359678.23-P2-2,0.1366
NFIC_-_3359650.23-P2-1,1.0
NFIC_-_3359650.23-P2-2,1.0
IKZF4_+_56401330.23-P1-1,0.9912
IKZF4_+_56401330.23-P1-2,0.9707
IKZF4_+_56401482.23-P1-1,0.9912
IKZF4_+_56401482.23-P1-2,0.0001
IKZF4_-_56401281.23-P1-2,0.8266
RAX_+_56940603.23-P1P2-1,0.1366
RAX_+_56940603.23-P1P2-2,1.0
RAX_+_56940610.23-P1P2-1,1.0
RAX_+_56940610.23-P1P2-2,0.0889
RAX_-_56940590.23-P1P2-1,1.0
RAX_-_56940590.23-P1P2-2,0.4649
PHF21A_+_46142971.23-P1P2-1,1.0
PHF21A_+_46142975.23-P1P2-1,0.7186
PHF21A_+_46142975.23-P1P2-2,0.9366
PHF21A_+_46143021.23-P1P2-2,0.3634
NR1D1_+_38256806.23-P1P2-1,0.1366
NR1D1_+_38256806.23-P1P2-2,1.0
NR1D1_+_38256863.23-P1P2-1,0.4649
NR1D1_+_38256863.23-P1P2-2,0.9227
NR1D1_-_38256758.23-P1P2-1,0.9984
NR1D1_-_38256758.23-P1P2-2,1.0
SHOX2_+_157823466.23-P1P2-1,1.0
SHOX2_+_157823494.23-P1P2-1,1.0
SHOX2_+_157823494.23-P1P2-2,1.0
SHOX2_+_157823515.23-P1P2-1,1.0
SHOX2_+_157823515.23-P1P2-2,1.0
ERCC6_+_50746795.23-P1P2-2,0.9912
ERCC6_+_50747050.23-P1P2-1,0.9996
ERCC6_+_50747050.23-P1P2-2,0.9707
ERCC6_+_50747057.23-P1P2-1,0.5
ERCC6_+_50747057.23-P1P2-2,0.9214
RAX2_+_3772172.23-P1P2-1,1.0
RAX2_+_3772172.23-P1P2-2,1.0
RAX2_+_3772201.23-P1P2-1,1.0
RAX2_+_3772201.23-P1P2-2,1.0
RAX2_-_3772264.23-P1P2-1,1.0
RAX2_-_3772264.23-P1P2-2,1.0
ZKSCAN5_+_99102931.23-P1P2-1,1.0
ZKSCAN5_+_99102931.23-P1P2-2,1.0
ZKSCAN5_-_99102877.23-P1P2-1,0.1366
ZKSCAN5_-_99102877.23-P1P2-2,1.0
ZKSCAN5_-_99102908.23-P1P2-1,0.1995
ZKSCAN5_-_99102908.23-P1P2-2,0.0176
ZNF143_+_9482819.23-P1P2-2,1.0
ZNF143_-_9482926.23-P1P2-2,1.0
HIRA_+_19435194.23-P1-2,1.0
HIRA_+_19435207.23-P1-1,1.0
HIRA_-_19435156.23-P1-1,1.0
HIRA_-_19435156.23-P1-2,1.0
TOX3_+_52581015.23-P1P2-2,0.7186
TOX3_-_52580817.23-P1P2-1,0.9948
TOX3_-_52580817.23-P1P2-2,0.7186
TOX3_-_52581060.23-P1P2-1,0.9948
YAP1_+_101981346.23-P1P2-1,0.0097
YAP1_+_101981346.23-P1P2-2,0.9948
YAP1_+_101981531.23-P1P2-1,0.9366
YAP1_+_101981531.23-P1P2-2,0.7186
ZNF667_+_56988673.23-P1P2-1,0.1366
ZNF667_+_56988673.23-P1P2-2,1.0
ZNF667_-_56988654.23-P1P2-1,0.9993
ZNF667_-_56988654.23-P1P2-2,0.2771
ZNF667_-_56988666.23-P1P2-1,0.4649
ZNF667_-_56988666.23-P1P2-2,0.9997
ZNF580_+_56152449.23-P1-1,0.9948
ZNF580_+_56152465.23-P1-1,0.0969
ZNF580_+_56152465.23-P1-2,0.9366
ZNF580_-_56152462.23-P1-2,0.9366
ESX1_+_103499372.23-P1P2-1,1.0
ESX1_+_103499372.23-P1P2-2,1.0
ESX1_-_103499341.23-P1P2-1,1.0
ESX1_-_103499341.23-P1P2-2,1.0
ESX1_-_103499603.23-P1P2-1,1.0
ESX1_-_103499603.23-P1P2-2,1.0
HNF4A_+_43029956.23-P1P2-1,1.0
HNF4A_+_43029956.23-P1P2-2,1.0
HNF4A_-_43029982.23-P1P2-1,1.0
HNF4A_-_43029982.23-P1P2-2,1.0
HNF4A_-_43030137.23-P1P2-1,1.0
HNF4A_-_43030137.23-P1P2-2,1.0
ZNF865_+_56125070.23-P1P2-1,1.0
ZNF865_+_56125070.23-P1P2-2,1.0
ZNF865_-_56124990.23-P1P2-1,1.0
ZNF865_-_56124990.23-P1P2-2,1.0
ZNF865_-_56125009.23-P1P2-2,1.0
ARID1A_+_27022504.23-P1P2-1,0.9948
ARID1A_+_27022504.23-P1P2-2,0.7186
ARID1A_+_27022951.23-P1P2-1,0.9948
ARID1A_+_27022951.23-P1P2-2,0.3634
ZNF581_+_56155029.23-P1-1,1.0
ZNF581_+_56155029.23-P1-2,1.0
ZNF581_+_56155032.23-P1-2,1.0
ZNF581_-_56155044.23-P1-1,1.0
ZNF581_-_56155044.23-P1-2,1.0
ZNF440_+_11925101.23-P1P2-1,1.0
ZNF440_+_11925101.23-P1P2-2,1.0
ZNF440_+_11925170.23-P1P2-1,1.0
ZNF440_+_11925170.23-P1P2-2,1.0
ZNF440_-_11925129.23-P1P2-1,1.0
ZNF440_-_11925129.23-P1P2-2,1.0
NKX6-3_+_41508133.23-P1P2-1,0.1366
NKX6-3_+_41508133.23-P1P2-2,1.0
NKX6-3_+_41508301.23-P1P2-1,1.0
NKX6-3_+_41508301.23-P1P2-2,0.1366
NKX6-3_-_41508268.23-P1P2-1,0.0889
NKX6-3_-_41508268.23-P1P2-2,1.0
KCMF1_+_85198464.23-P1P2-2,1.0
KCMF1_-_85198480.23-P1P2-1,1.0
KCMF1_-_85198522.23-P1P2-2,1.0
CXXC5_+_139028509.23-P1P2-2,1.0
CXXC5_-_139027980.23-P1P2-2,1.0
CXXC5_-_139028036.23-P1P2-1,1.0
FOS_+_75746736.23-P2-1,0.661
FOS_+_75746736.23-P2-2,1.0
FOS_-_75746787.23-P2-1,0.2771
FOS_-_75746787.23-P2-2,0.9964
FOS_-_75746808.23-P2-1,0.9854
FOS_-_75746808.23-P2-2,0.8209
ZBTB46_+_62462592.23-P1P2-2,1.0
ZBTB46_-_62462570.23-P1P2-1,1.0
ORAI1-1,1.0
ORAI1-2,1.0
ORAI1-3,1.0
ORAI1-5,1.0
ORAI1-6,1.0
TCF21_+_134210262.23-P1P2-1,1.0
TCF21_+_134210262.23-P1P2-2,1.0
TCF21_+_134210327.23-P1P2-1,1.0
TCF21_+_134210327.23-P1P2-2,1.0
TCF21_-_134210308.23-P1P2-1,1.0
TCF21_-_134210308.23-P1P2-2,1.0
"ZNF718_+_124420.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-1",1.0
"ZNF718_+_124420.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",1.0
"ZNF718_+_124441.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",1.0
"ZNF718_-_124447.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-1",1.0
"ZNF718_-_124447.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",1.0
PEG3_+_57351985.23-P1P2-2,0.9366
PEG3_+_57352032.23-P1P2-1,0.0969
PEG3_+_57352095.23-P1P2-1,0.9948
PEG3_+_57352095.23-P1P2-2,0.7186
ID3_+_23885735.23-P1P2-1,1.0
ID3_+_23885735.23-P1P2-2,1.0
ID3_+_23885910.23-P1P2-1,1.0
ID3_+_23885910.23-P1P2-2,1.0
ID3_+_23886003.23-P1P2-1,1.0
ID3_+_23886003.23-P1P2-2,1.0
ZNF286A_+_15602908.23-P1P2-1,0.9531
ZNF286A_+_15602908.23-P1P2-2,1.0
ZNF286A_+_15602918.23-P1P2-1,0.9993
ZNF286A_+_15602918.23-P1P2-2,0.1366
ZNF286A_-_15602923.23-P1P2-1,0.9926
ZNF286A_-_15602923.23-P1P2-2,0.9227
LHX3_+_139096908.23-P2-1,0.9984
LHX3_+_139096908.23-P2-2,0.367
LHX3_+_139096928.23-P2-1,0.9984
LHX3_+_139096928.23-P2-2,1.0
LHX3_-_139096925.23-P2-1,0.9227
LHX3_-_139096925.23-P2-2,0.9926
PHTF1_+_114301610.23-P1P2-1,1.0
PHTF1_+_114301610.23-P1P2-2,1.0
PHTF1_+_114302083.23-P1P2-1,1.0
PHTF1_+_114302083.23-P1P2-2,1.0
PHTF1_-_114302116.23-P1P2-1,1.0
PHTF1_-_114302116.23-P1P2-2,1.0
SMAD2_+_45456696.23-P1P2-1,0.5
SMAD2_+_45456696.23-P1P2-2,0.0001
SMAD2_+_45456754.23-P1P2-1,0.9912
SMAD2_+_45456754.23-P1P2-2,0.9996
SMAD2_+_45457217.23-P1P2-2,0.9912
ZBTB17_+_16302567.23-P1P2-1,0.5
ZBTB17_+_16302567.23-P1P2-2,1.0
ZBTB17_-_16302530.23-P1P2-2,1.0
MAFG_+_79885558.23-P1P2-2,1.0
MAFG_-_79885317.23-P1P2-1,1.0
ZBTB42_+_105267011.23-P1P2-1,1.0
ZBTB42_+_105267011.23-P1P2-2,1.0
ZBTB42_+_105267512.23-P1P2-1,1.0
ZBTB42_+_105267512.23-P1P2-2,1.0
MAPK8IP1_-_45921715.23-P1-1,0.3634
MAPK8IP1_-_45921715.23-P1-2,0.7186
MAPK8IP1_-_45922057.23-P1-1,1.0
MAPK8IP1_-_45922057.23-P1-2,0.7186
KLF14_+_130418853.23-P1P2-1,1.0
KLF14_+_130418853.23-P1P2-2,1.0
KLF14_-_130418839.23-P1P2-1,1.0
KLF14_-_130418839.23-P1P2-2,1.0
KLF14_-_130418896.23-P1P2-1,1.0
KLF14_-_130418896.23-P1P2-2,1.0
ETF1_+_137878620.23-P1P2-1,1.0
ETF1_-_137878868.23-P1P2-2,1.0
SOX17_-_55370518.23-P1P2-1,0.1734
SOX17_-_55370563.23-P1P2-1,0.9999
SOX17_-_55370563.23-P1P2-2,0.9912
SOX17_-_55370716.23-P1P2-1,0.9912
SOX17_-_55370716.23-P1P2-2,0.5
PRRX2_+_132428171.23-P1P2-2,0.0097
PRRX2_-_132428041.23-P1P2-1,0.9366
PRRX2_-_132428041.23-P1P2-2,0.9366
PRRX2_-_132428372.23-P1P2-2,0.9948
TAF9_+_68665322.23-P1P2-1,1.0
TAF9_-_68665151.23-P1P2-1,1.0
